Name,Regular Price,Sale Price,Rating,Reviews,Size,Description,Category,Alcohol/Vol,Made In,By,Sugar Content,Varietal,Release Date,Lat,Lon,Savings
 Rosehall Run Unoaked Chardonnay VQA,16.95,15.95,5,-1,  750 ml bottle ,"Established in 2000, Rosehall Run is among the founding wineries of Prince Edward County. Their Liberated Chardonnay is fermented in stainless steel and unoaked. It possesses aromas of green apple and lemon-lime with flavours of green apple, stone fruit and citrus, then a crisp finish. Pair with Caesar salad or fish tacos.",White Wine,13%," Ontario,   Canada ",Rosehall Run Vineyard,2,Chardonnay,,50.000678,-86.000977,1
 Matua Pinot Grigio Marlborough,19.95,17.95,N/A,0,  750 ml bottle ,"An inviting pinot grigio from an award-winning winery. Pale straw, with aromas and flavours of baked pear, white peach, citrus, and white flower. It's light-bodied and crisp with a refreshingly clean finish. Try with rotisserie chicken alongside fingerling potatoes or seared scallops with a lemon butter drizzle.",White Wine,13%," Marlborough,   New Zealand ",Matua,6,Pinot Grigio,,-36.7846223,174.723989,2
 Allegrini Palazzo della Torre 2019,24.95,21.25,4.8,-5,  750 ml bottle ,"Intense nose with hints of coffee and black chocolate to the raspberry jam and dark cherries. Nicely dry and bitter with dark-chocolate character that extends to the long, polished finish with silky tannins. Drink or hold. Score - 93. (jamessuckling.com, Sept. 6, 2022)",Red Wine,14%," Veneto,   Italy ",Vintages Front Line Release,6,Corvina/Rondinella/Sangiovese,"  December†17,†2022  ",45.6476663,11.8665254,3.7
 Fielding Riesling VQA,16.95,15.95,5,-1,  750 ml bottle ,"Clear pale straw colour; yeasty, minerally, forest floor, nuts and spice aromas; light to medium body; round, savory fruit flavours with medium balanced acidity and medium finish.",White Wine,10.50%," Ontario,   Canada ",Fielding Estate,19,Riesling,,50.000678,-86.000977,1
 Rocca Delle Macie Moonlite Toscana IGT,16.65,14.65,N/A,0,  750 ml bottle ,"Straw yellow colour, this refreshing Chardonnay shows aromas of broom flowers, apples and exotic fruits. Fresh and fruity on the palate with perfectly balanced mineral and citrus fruit notes. Moonlite is very versatile and pairs well with many chicken and pasta dishes; serve chilled.",White Wine,13%," Tuscany,   Italy ",,7,Chardonnay,,43.4586541,11.1389204,2
 Remy Pannier Sauvignon Blanc Val De Loire IGP,16.3,15.3,4.5,-2,  750 ml bottle ,"Sauvignon blanc from Loire Valley is a classic that is often emulated but rarely replicated. Pouring a bright straw this is aromatic with notes of spices, nuts, herbs, grapefruit and pear; the palate is light-plus, extra-dry and flavourful with hints of lees, nuts, grapefruit and light florals followed by a subtle finish.",White Wine,11.50%," Loire,   France ",Remy Pannier Sauvignon Blanc,2,Sauvignon Blanc,,47.6150993,-0.9784603,1
 Funf 5 Riesling Rhein,14,12,N/A,0,  750 ml bottle ,"Bright straw colour; smoky, floral and mineral aromas; medium sweet; spicy and mineral flavours with clean finish.",White Wine,9%,  Germany ,Funf,32,Riesling,,51.1638175,10.4478313,2
 Chamisal San Luis Obispo Pinot Noir 2021,34.95,30.95,N/A,0,  750 ml bottle ,"We bang the 'coastal influence' drum quite a bit, and for good reason. The Pacific Ocean's fogs and breezes produce long, cool growing seasons that ensure wines with superb vibrancy, drive and energy. This Pinot Noir is a classic example, with its bright juicy dark cherry and raspberry fruit, cinnamon spice and delicate tannins all riding on that perfect, lively Pacific Ocean acidity.",Red Wine,13%," California,   United States ",Chamisal,2,Pinot Noir,"  March†4,†2023  ",36.7014631,-118.755997,4
 Faustino I Gran Reserva,31.95,28.95,4.8,-4,  750 ml bottle ,"When it comes to red wines, Rioja is king in Spain. With its distinctive bottle and classic sandalwood, strawberry preserve, vanilla, floral and black olive notes, the Faustino I Gran Reserva is one of the most recognizable, popular wines from this historic region. Try it with a mushroom risotto.",Red Wine,13.50%," Rioja,   Spain ",Faustino,2,Tempranillo Blend,"  April†1,†2021  ",36.9451184,-2.4626985,3
 Fiol Prosecco DOC,17.9,14.9,5,-2,  750 ml bottle ,"Clear pale straw colour with persistent bubbles; aromas of pear, citrus and green apple with notes of white flowers and banana; dry, light to medium bodied, balanced acidity, flavours of green apple, pear and citrus, with notes of almond, bread and yeast.",White Sparkling Wine,11%," Veneto,   Italy ",Fiol,15,Glera,,45.6476663,11.8665254,3
 Wayne Gretzky Sauvignon Blanc VQA,16.95,14.95,5,-1,  750 ml bottle ,"Wayne Gretzky's success in the wine world the result of hard work, dedication, and teamwork, evident with this intriguing and aromatic sauvignon blanc. Teeming with aromas of white grapefruit and gooseberry, the palate shows classic grassy notes and well-balanced acidity. Pair with basil pesto pasta or spinach quiche.",White Wine,12.80%," Ontario,   Canada ",Wayne Gretzky,3,Sauvignon Blanc,,50.000678,-86.000977,2
 McManis Petite Sirah 2021,22.95,20.95,4.7,-12,  750 ml bottle ,"The McManis family sources fruit for this super-popular Petite Sirah from its own estate vineyards, which are certified sustainable under the Lodi Rules program. The wine is fermented in stainless steel before ageing in a combo of French and American oak. Expect a robust wine overflowing with spicy, earthy dark fruit and toasty toffee notes, and pour with tourti√®re, glazed ham or ribs.",Red Wine,13.50%," California,   United States ",McManis,8,Petite Sirah,"  April†1,†2023  ",36.7014631,-118.755997,2
 Pelee Island Lola Cabernet Franc Cabernet Sauvignon VQA,44.95,40.95,N/A,0,  3000 ml bagnbox ,"In Ontario's southwestern edge, Pelee Island Winery enjoys plenty of sunshine during growing season. Expect vibrant aromas and flavours of cedar, dark berries and fruits, with mint, spicy and herbal notes. Medium-bodied and fruity with a dry finish, this is a great match for a charcuterie board with deli meats and cheeses.",Red Wine,12.50%," Ontario,   Canada ",,6,Named Varietal Blends-Red,,50.000678,-86.000977,4
 Altanza Gran Reserva 2015,30.95,28.95,5,-1,  750 ml bottle ,"100% Tempranillo. Beautiful and deep Gran Reserva. You can really taste classicism here. It has an elegant texture, well-integrated tannins, lots of complexity and notes of roasted fruits, sweet spices, cigar box, dried herbs and sweet oak. Fresh acidity enlivens the vivid, spicy and impressively long finish.[Will cellar into the early 2030s.] Score - 96. (Decanter World Wine Awards, 2022)",Red Wine,13.50%," Rioja,   Spain ",Vintages Front Line Release,2,Tempranillo,"  February†18,†2023  ",36.9451184,-2.4626985,2
 Trerose Santa Caterina Vino Nobile di Montepulciano 2019,25.25,23.25,N/A,0,  750 ml bottle ,"In the far eastern reaches of Montepulciano, Tenuta Trerose approaches the boundary of Umbria and Lake Trasimeno. The latter takes the edge off the continental climate, giving an extra push of ripeness which shows through in the lush, fleshy fruit in 2019. It's laden with plush red berries yet remains midweight and mouth cleansing. Powdery tannins layer up across the palate, while touches of pepper and violet add dimension. Drinking window: 2022-2029. Score - 91. (Michaela Morris, decanter.com, March 23, 2022)",Red Wine,13.60%," Tuscany,   Italy ",Vintages Front Line Release,2,Sangiovese,"  January†21,†2023  ",43.4586541,11.1389204,2
 McManis Chardonnay 2021,20.95,18.95,4,-5,  750 ml bottle ,"McManis has been family-owned for five generations and is certified sustainable under the Lodi Rules. This super-popular California Chardonnay has the butter and apple flavours that for many define the style, but a lighter touch of oak makes this a more flexible option than many of its peers for food pairing or even for chilling and sipping on its own.",White Wine,13.50%," California,   United States ",McManis,6,Chardonnay,"  February†18,†2023  ",36.7014631,-118.755997,2
 Chamisal Santa Rita Hills Chardonnay 2016,39.95,35.95,4,-1,  750 ml bottle ,"A brilliant wine, the 2016 Chardonnay Sta Rita Hills comes from a handful of top vineyards (Peake Ranch, Zotovich, La Rinconada, etc.) and spent 13 months in 35% new French oak. It boasts a vibrant gold color as well as terrific notes of white flowers, apple blossoms, citrus, and notable salty, mineral-like subtleties. Clean, medium-bodied, fresh, and focused on the palate, with both richness and freshness, drink it over the coming 5-7 years. Maturity 2018-2025. Score - 93. (jebdunnuck.com, Nov. 29, 2018)",White Wine,14.20%," California,   United States ",Chamisal,2,Chardonnay,"  February†18,†2023  ",36.7014631,-118.755997,4
 Ironstone Reserve Old Vine Zinfandel 2019,38.95,34.95,N/A,0,  750 ml bottle ,"Deeply colored, silky, and luscious, with lovely spice and deep flavors that go long on the palate. A fine example of a premium Lodi Zinfandel.  Score - 92. (Anthony Dias Blue, tastingpanelmag.com, Nov./Dec. 2021)",Red Wine,14.50%," California,   United States ",,5,Zinfandel,"  February†18,†2023  ",36.7014631,-118.755997,4
 689 Cellars Submission Red 2020,20.95,18.95,4,-2,  750 ml bottle ,"Big, ripe, and easy-to-love, this red blend combines Zinfandel, Grenache, Malbec and Petite Sirah sourced from sites in Sonoma, Mendocino, Napa, Lodi and Paso Robles. It shows silky blackberry, cherry and spice, with a driving freshness from the racy acidity that makes it exceptionally food-friendly.",Red Wine,14.50%," California,   United States ",Vintages Front Line Release,9,Red Blend,"  February†4,†2023  ",36.7014631,-118.755997,2
